user_id,device_Id,con_status,con_link,conn_sts_time,createdAt,updatedAt,serial_no
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764753749,2025-12-03T09:22:29.619Z,2025-12-03T09:22:29.619Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764753813,2025-12-03T09:23:33.427Z,2025-12-03T09:23:33.427Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764753845,2025-12-03T09:24:05.839Z,2025-12-03T09:24:05.839Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764753861,2025-12-03T09:24:21.972Z,2025-12-03T09:24:21.972Z,SPL3001X02000061
,ObjectId(692c9bf6e1d5d62f0e6acaa0),true,1,1764753906,2025-12-03T09:25:06.937Z,2025-12-03T09:25:06.937Z,SPL3001X02000054
,ObjectId(692c9bf6e1d5d62f0e6acaa0),false,,1764753930,2025-12-03T09:25:30.173Z,2025-12-03T09:25:30.173Z,SPL3001X02000054
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764753941,2025-12-03T09:25:41.036Z,2025-12-03T09:25:41.036Z,SPL3001X02000061
,ObjectId(6928bda399ed3406262818db),false,,1764753946,2025-12-03T09:25:46.199Z,2025-12-03T09:25:46.199Z,SPL3001X02000008
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764753955,2025-12-03T09:25:55.907Z,2025-12-03T09:25:55.907Z,SPL3001X02000061
,ObjectId(6928bda399ed3406262818db),true,1,1764753961,2025-12-03T09:26:01.390Z,2025-12-03T09:26:01.390Z,SPL3001X02000008
,ObjectId(692c9bf6e1d5d62f0e6acaa0),true,1,1764753996,2025-12-03T09:26:36.713Z,2025-12-03T09:26:36.713Z,SPL3001X02000054
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764754004,2025-12-03T09:26:44.727Z,2025-12-03T09:26:44.727Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764754026,2025-12-03T09:27:06.180Z,2025-12-03T09:27:06.180Z,SPL3001X02000061
,ObjectId(692c9bf6e1d5d62f0e6acaa0),false,,1764754032,2025-12-03T09:27:12.056Z,2025-12-03T09:27:12.056Z,SPL3001X02000054
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764754086,2025-12-03T09:28:06.197Z,2025-12-03T09:28:06.197Z,SPL3001X02000009
,ObjectId(692c9bf6e1d5d62f0e6acaa0),true,1,1764754099,2025-12-03T09:28:19.346Z,2025-12-03T09:28:19.346Z,SPL3001X02000054
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764754130,2025-12-03T09:28:50.602Z,2025-12-03T09:28:50.602Z,SPL3001X02000009
,ObjectId(692c9bf6e1d5d62f0e6acaa0),false,,1764754141,2025-12-03T09:29:01.198Z,2025-12-03T09:29:01.198Z,SPL3001X02000054
,ObjectId(692c9bf6e1d5d62f0e6acaa0),true,1,1764754200,2025-12-03T09:30:00.430Z,2025-12-03T09:30:00.430Z,SPL3001X02000054
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764754238,2025-12-03T09:30:38.544Z,2025-12-03T09:30:38.544Z,SPL3001X02000009
,ObjectId(692c9bf6e1d5d62f0e6acaa0),false,,1764754246,2025-12-03T09:30:46.199Z,2025-12-03T09:30:46.199Z,SPL3001X02000054
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764754266,2025-12-03T09:31:06.221Z,2025-12-03T09:31:06.221Z,SPL3001X02000061
,ObjectId(692c9bf6e1d5d62f0e6acaa0),true,1,1764754283,2025-12-03T09:31:23.695Z,2025-12-03T09:31:23.695Z,SPL3001X02000054
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764754327,2025-12-03T09:32:07.352Z,2025-12-03T09:32:07.352Z,SPL3001X02000061
,ObjectId(6929a239a39462865e89b2a0),false,,1764754353,2025-12-03T09:32:33.469Z,2025-12-03T09:32:33.469Z,SPL3001X02000046
,ObjectId(6929a239a39462865e89b2a0),true,1,1764754407,2025-12-03T09:33:27.511Z,2025-12-03T09:33:27.511Z,SPL3001X02000046
,ObjectId(6928d95d99ed3460c6282166),false,,1764754421,2025-12-03T09:33:41.202Z,2025-12-03T09:33:41.202Z,SPL3001X02000021
,ObjectId(6928bda399ed3406262818db),false,,1764754461,2025-12-03T09:34:21.204Z,2025-12-03T09:34:21.204Z,SPL3001X02000008
,ObjectId(6928d95d99ed3460c6282166),true,1,1764754465,2025-12-03T09:34:25.758Z,2025-12-03T09:34:25.758Z,SPL3001X02000021
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764754572,2025-12-03T09:36:12.113Z,2025-12-03T09:36:12.113Z,SPL3001X02000009
,ObjectId(6928bda399ed3406262818db),true,1,1764754575,2025-12-03T09:36:15.612Z,2025-12-03T09:36:15.612Z,SPL3001X02000008
,ObjectId(6928bda399ed3406262818db),false,,1764754596,2025-12-03T09:36:36.361Z,2025-12-03T09:36:36.361Z,SPL3001X02000008
,ObjectId(6928bda399ed3406262818db),true,1,1764754612,2025-12-03T09:36:52.050Z,2025-12-03T09:36:52.050Z,SPL3001X02000008
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764754661,2025-12-03T09:37:41.211Z,2025-12-03T09:37:41.211Z,SPL3001X02000009
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764754746,2025-12-03T09:39:06.549Z,2025-12-03T09:39:06.549Z,SPL3001X02000009
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764754791,2025-12-03T09:39:51.223Z,2025-12-03T09:39:51.223Z,SPL3001X02000009
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764754817,2025-12-03T09:40:17.373Z,2025-12-03T09:40:17.373Z,SPL3001X02000009
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764755056,2025-12-03T09:44:16.345Z,2025-12-03T09:44:16.345Z,SPL3001X02000009
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764755129,2025-12-03T09:45:29.155Z,2025-12-03T09:45:29.155Z,SPL3001X02000009
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764755307,2025-12-03T09:48:27.530Z,2025-12-03T09:48:27.530Z,SPL3001X02000061
,ObjectId(692c9308e1d5d6eb8e6ac489),false,,1764755344,2025-12-03T09:49:04.751Z,2025-12-03T09:49:04.751Z,SPL3001X02000051
,ObjectId(692c9308e1d5d6eb8e6ac489),true,1,1764755375,2025-12-03T09:49:35.135Z,2025-12-03T09:49:35.135Z,SPL3001X02000051
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764755426,2025-12-03T09:50:26.246Z,2025-12-03T09:50:26.246Z,SPL3001X02000009
,ObjectId(692c9308e1d5d6eb8e6ac489),false,,1764755428,2025-12-03T09:50:28.582Z,2025-12-03T09:50:28.582Z,SPL3001X02000051
,ObjectId(692c9308e1d5d6eb8e6ac489),true,1,1764755444,2025-12-03T09:50:44.427Z,2025-12-03T09:50:44.427Z,SPL3001X02000051
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764755455,2025-12-03T09:50:55.109Z,2025-12-03T09:50:55.109Z,SPL3001X02000009
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764755472,2025-12-03T09:51:12.344Z,2025-12-03T09:51:12.344Z,SPL3001X02000059
,ObjectId(692c9308e1d5d6eb8e6ac489),false,,1764755474,2025-12-03T09:51:14.672Z,2025-12-03T09:51:14.672Z,SPL3001X02000051
,ObjectId(692c9308e1d5d6eb8e6ac489),true,1,1764755489,2025-12-03T09:51:29.874Z,2025-12-03T09:51:29.874Z,SPL3001X02000051
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764755538,2025-12-03T09:52:18.862Z,2025-12-03T09:52:18.862Z,SPL3001X02000059
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764755624,2025-12-03T09:53:44.784Z,2025-12-03T09:53:44.784Z,SPL3001X02000009
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764755646,2025-12-03T09:54:06.364Z,2025-12-03T09:54:06.364Z,SPL3001X02000009
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764755791,2025-12-03T09:56:31.262Z,2025-12-03T09:56:31.262Z,SPL3001X02000059
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764755807,2025-12-03T09:56:47.913Z,2025-12-03T09:56:47.913Z,SPL3001X02000059
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764755820,2025-12-03T09:57:00.116Z,2025-12-03T09:57:00.116Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764755861,2025-12-03T09:57:41.657Z,2025-12-03T09:57:41.657Z,SPL3001X02000061
,ObjectId(692898c599ed34b4e0280f1f),false,,1764755866,2025-12-03T09:57:46.262Z,2025-12-03T09:57:46.262Z,SPL1601X02000031
,ObjectId(692898c599ed34b4e0280f1f),true,1,1764755883,2025-12-03T09:58:03.793Z,2025-12-03T09:58:03.793Z,SPL1601X02000031
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764755903,2025-12-03T09:58:23.771Z,2025-12-03T09:58:23.771Z,SPL3001X02000059
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764755918,2025-12-03T09:58:38.701Z,2025-12-03T09:58:38.701Z,SPL3001X02000059
,ObjectId(6928bda399ed3406262818db),false,,1764756027,2025-12-03T10:00:27.697Z,2025-12-03T10:00:27.697Z,SPL3001X02000008
,ObjectId(6928bda399ed3406262818db),true,1,1764756048,2025-12-03T10:00:48.103Z,2025-12-03T10:00:48.103Z,SPL3001X02000008
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764756065,2025-12-03T10:01:05.900Z,2025-12-03T10:01:05.900Z,SPL3001X02000061
,ObjectId(6928bda399ed3406262818db),false,,1764756071,2025-12-03T10:01:11.855Z,2025-12-03T10:01:11.855Z,SPL3001X02000008
,ObjectId(6928bda399ed3406262818db),true,1,1764756088,2025-12-03T10:01:28.155Z,2025-12-03T10:01:28.155Z,SPL3001X02000008
,ObjectId(6928bda399ed3406262818db),false,,1764756131,2025-12-03T10:02:11.272Z,2025-12-03T10:02:11.272Z,SPL3001X02000008
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764756156,2025-12-03T10:02:36.280Z,2025-12-03T10:02:36.280Z,SPL3001X02000061
,ObjectId(6928bda399ed3406262818db),true,1,1764756157,2025-12-03T10:02:37.888Z,2025-12-03T10:02:37.888Z,SPL3001X02000008
,ObjectId(6928bda399ed3406262818db),false,,1764756179,2025-12-03T10:02:59.903Z,2025-12-03T10:02:59.903Z,SPL3001X02000008
,ObjectId(6928bda399ed3406262818db),true,1,1764756316,2025-12-03T10:05:16.665Z,2025-12-03T10:05:16.665Z,SPL3001X02000008
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764756318,2025-12-03T10:05:18.685Z,2025-12-03T10:05:18.685Z,SPL3001X02000009
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764756340,2025-12-03T10:05:40.482Z,2025-12-03T10:05:40.482Z,SPL3001X02000009
,ObjectId(6928bda399ed3406262818db),false,,1764756456,2025-12-03T10:07:36.282Z,2025-12-03T10:07:36.282Z,SPL3001X02000008
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764756459,2025-12-03T10:07:39.028Z,2025-12-03T10:07:39.028Z,SPL3001X02000009
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764756494,2025-12-03T10:08:14.790Z,2025-12-03T10:08:14.790Z,SPL3001X02000009
,ObjectId(6928bda399ed3406262818db),true,1,1764756497,2025-12-03T10:08:17.028Z,2025-12-03T10:08:17.028Z,SPL3001X02000008
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764756586,2025-12-03T10:09:46.605Z,2025-12-03T10:09:46.605Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764756631,2025-12-03T10:10:31.289Z,2025-12-03T10:10:31.289Z,SPL3001X02000061
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764756641,2025-12-03T10:10:41.286Z,2025-12-03T10:10:41.286Z,SPL3001X02000059
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764756645,2025-12-03T10:10:45.168Z,2025-12-03T10:10:45.168Z,SPL3001X02000061
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764756658,2025-12-03T10:10:58.043Z,2025-12-03T10:10:58.043Z,SPL3001X02000059
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764756680,2025-12-03T10:11:20.211Z,2025-12-03T10:11:20.211Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764756698,2025-12-03T10:11:38.853Z,2025-12-03T10:11:38.853Z,SPL3001X02000061
,ObjectId(6928a79699ed34d24d2815df),false,,1764756716,2025-12-03T10:11:56.335Z,2025-12-03T10:11:56.335Z,SPL3001X02000002
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764756723,2025-12-03T10:12:03.968Z,2025-12-03T10:12:03.968Z,SPL3001X02000061
,ObjectId(692898c599ed34b4e0280f1f),false,,1764756735,2025-12-03T10:12:15.817Z,2025-12-03T10:12:15.817Z,SPL1601X02000031
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764756744,2025-12-03T10:12:24.857Z,2025-12-03T10:12:24.857Z,SPL3001X02000061
,ObjectId(6928a79699ed34d24d2815df),true,1,1764756774,2025-12-03T10:12:54.447Z,2025-12-03T10:12:54.447Z,SPL3001X02000002
,ObjectId(692898c599ed34b4e0280f1f),true,1,1764756785,2025-12-03T10:13:05.615Z,2025-12-03T10:13:05.615Z,SPL1601X02000031
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764756816,2025-12-03T10:13:36.295Z,2025-12-03T10:13:36.295Z,SPL3001X02000061
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764756843,2025-12-03T10:14:03.971Z,2025-12-03T10:14:03.971Z,SPL3001X02000059
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764756883,2025-12-03T10:14:43.680Z,2025-12-03T10:14:43.680Z,SPL3001X02000059
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764756904,2025-12-03T10:15:04.986Z,2025-12-03T10:15:04.986Z,SPL3001X02000059
,ObjectId(692cbc44e1d5d685a66ad22f),false,,1764756905,2025-12-03T10:15:05.298Z,2025-12-03T10:15:05.298Z,SPL3001X02000063
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764756919,2025-12-03T10:15:19.072Z,2025-12-03T10:15:19.072Z,SPL3001X02000061
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764756924,2025-12-03T10:15:24.293Z,2025-12-03T10:15:24.293Z,SPL3001X02000059
,ObjectId(692cbc44e1d5d685a66ad22f),true,1,1764756927,2025-12-03T10:15:27.306Z,2025-12-03T10:15:27.306Z,SPL3001X02000063
,ObjectId(6928bda399ed3406262818db),false,,1764757041,2025-12-03T10:17:21.300Z,2025-12-03T10:17:21.300Z,SPL3001X02000008
,ObjectId(6928bda399ed3406262818db),true,1,1764757057,2025-12-03T10:17:37.718Z,2025-12-03T10:17:37.718Z,SPL3001X02000008
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764757101,2025-12-03T10:18:21.307Z,2025-12-03T10:18:21.307Z,SPL3001X02000009
,ObjectId(6928bda399ed3406262818db),false,,1764757151,2025-12-03T10:19:11.311Z,2025-12-03T10:19:11.311Z,SPL3001X02000008
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764757260,2025-12-03T10:21:00.210Z,2025-12-03T10:21:00.210Z,SPL3001X02000061
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764757271,2025-12-03T10:21:11.311Z,2025-12-03T10:21:11.311Z,SPL3001X02000059
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764757282,2025-12-03T10:21:22.176Z,2025-12-03T10:21:22.176Z,SPL3001X02000059
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764757306,2025-12-03T10:21:46.793Z,2025-12-03T10:21:46.793Z,SPL3001X02000059
,ObjectId(692cb837e1d5d661196ad109),false,,1764757311,2025-12-03T10:21:51.306Z,2025-12-03T10:21:51.306Z,SPL3001X02000060
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764757323,2025-12-03T10:22:03.637Z,2025-12-03T10:22:03.637Z,SPL3001X02000059
,ObjectId(6928a79699ed34d24d2815df),false,,1764757326,2025-12-03T10:22:06.304Z,2025-12-03T10:22:06.304Z,SPL3001X02000002
,ObjectId(692cb837e1d5d661196ad109),true,1,1764757330,2025-12-03T10:22:10.032Z,2025-12-03T10:22:10.032Z,SPL3001X02000060
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764757339,2025-12-03T10:22:19.589Z,2025-12-03T10:22:19.589Z,SPL3001X02000061
,ObjectId(6928a79699ed34d24d2815df),true,1,1764757348,2025-12-03T10:22:28.801Z,2025-12-03T10:22:28.801Z,SPL3001X02000002
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764757396,2025-12-03T10:23:16.311Z,2025-12-03T10:23:16.311Z,SPL3001X02000061
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764757436,2025-12-03T10:23:56.276Z,2025-12-03T10:23:56.276Z,SPL3001X02000059
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764757460,2025-12-03T10:24:20.073Z,2025-12-03T10:24:20.073Z,SPL3001X02000059
,ObjectId(6929982399ed343501283689),false,,1764757462,2025-12-03T10:24:22.739Z,2025-12-03T10:24:22.739Z,SPL3001X02000041
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764757473,2025-12-03T10:24:33.626Z,2025-12-03T10:24:33.626Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764757495,2025-12-03T10:24:55.921Z,2025-12-03T10:24:55.921Z,SPL3001X02000061
,ObjectId(6929982399ed343501283689),true,1,1764757540,2025-12-03T10:25:40.881Z,2025-12-03T10:25:40.881Z,SPL3001X02000041
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764757585,2025-12-03T10:26:25.095Z,2025-12-03T10:26:25.095Z,SPL3001X02000061
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764757602,2025-12-03T10:26:42.294Z,2025-12-03T10:26:42.294Z,SPL3001X02000009
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764757616,2025-12-03T10:26:56.631Z,2025-12-03T10:26:56.631Z,SPL3001X02000061
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764757646,2025-12-03T10:27:26.320Z,2025-12-03T10:27:26.320Z,SPL3001X02000009
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764757665,2025-12-03T10:27:45.082Z,2025-12-03T10:27:45.082Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764758026,2025-12-03T10:33:46.354Z,2025-12-03T10:33:46.354Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764758039,2025-12-03T10:33:59.881Z,2025-12-03T10:33:59.881Z,SPL3001X02000061
,ObjectId(6928a79699ed34d24d2815df),false,,1764758091,2025-12-03T10:34:51.334Z,2025-12-03T10:34:51.334Z,SPL3001X02000002
,ObjectId(6928a79699ed34d24d2815df),true,1,1764758135,2025-12-03T10:35:35.483Z,2025-12-03T10:35:35.483Z,SPL3001X02000002
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764758211,2025-12-03T10:36:51.164Z,2025-12-03T10:36:51.164Z,SPL3001X02000061
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764758254,2025-12-03T10:37:34.390Z,2025-12-03T10:37:34.390Z,SPL3001X02000009
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764758261,2025-12-03T10:37:41.507Z,2025-12-03T10:37:41.507Z,SPL3001X02000061
,ObjectId(6928a79699ed34d24d2815df),false,,1764758291,2025-12-03T10:38:11.337Z,2025-12-03T10:38:11.337Z,SPL3001X02000002
,ObjectId(6928c1fa99ed345f5d2819a7),false,,1764758296,2025-12-03T10:38:16.352Z,2025-12-03T10:38:16.352Z,SPL3001X02000009
,ObjectId(6928bda399ed3406262818db),true,1,1764758303,2025-12-03T10:38:23.804Z,2025-12-03T10:38:23.804Z,SPL3001X02000008
,ObjectId(6928bda399ed3406262818db),false,,1764758325,2025-12-03T10:38:45.125Z,2025-12-03T10:38:45.125Z,SPL3001X02000008
,ObjectId(6928a79699ed34d24d2815df),true,1,1764758334,2025-12-03T10:38:54.958Z,2025-12-03T10:38:54.958Z,SPL3001X02000002
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764758336,2025-12-03T10:38:56.820Z,2025-12-03T10:38:56.820Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764758400,2025-12-03T10:40:00.831Z,2025-12-03T10:40:00.831Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764758431,2025-12-03T10:40:31.158Z,2025-12-03T10:40:31.158Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764758448,2025-12-03T10:40:48.508Z,2025-12-03T10:40:48.508Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764758491,2025-12-03T10:41:31.349Z,2025-12-03T10:41:31.349Z,SPL3001X02000061
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764758521,2025-12-03T10:42:02.028Z,2025-12-03T10:42:02.028Z,SPL3001X02000061
,ObjectId(6928bda399ed3406262818db),true,1,1764758561,2025-12-03T10:42:41.645Z,2025-12-03T10:42:41.645Z,SPL3001X02000008
,ObjectId(6929a239a39462865e89b2a0),false,,1764758616,2025-12-03T10:43:36.356Z,2025-12-03T10:43:36.356Z,SPL3001X02000046
,ObjectId(6928d95d99ed3460c6282166),false,,1764758621,2025-12-03T10:43:41.351Z,2025-12-03T10:43:41.351Z,SPL3001X02000021
,ObjectId(692890bf99ed347b8b280dc0),false,,1764758631,2025-12-03T10:43:51.355Z,2025-12-03T10:43:51.355Z,SPL1601X02000030
,ObjectId(6928bda399ed3406262818db),false,,1764758636,2025-12-03T10:43:56.357Z,2025-12-03T10:43:56.357Z,SPL3001X02000008
,ObjectId(692c9da5e1d5d691616acaf5),false,,1764758636,2025-12-03T10:43:56.370Z,2025-12-03T10:43:56.370Z,SPL3001X02000055
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764758645,2025-12-03T10:44:05.084Z,2025-12-03T10:44:05.084Z,SPL3001X02000061
,ObjectId(6928bda399ed3406262818db),true,1,1764758651,2025-12-03T10:44:11.582Z,2025-12-03T10:44:11.582Z,SPL3001X02000008
,ObjectId(6929a61ea39462674d89b68a),false,,1764758654,2025-12-03T10:44:14.635Z,2025-12-03T10:44:14.635Z,SPL3001X02000050
,ObjectId(6929a239a39462865e89b2a0),true,1,1764758655,2025-12-03T10:44:15.932Z,2025-12-03T10:44:15.932Z,SPL3001X02000046
,ObjectId(692c9da5e1d5d691616acaf5),true,1,1764758656,2025-12-03T10:44:16.431Z,2025-12-03T10:44:16.431Z,SPL3001X02000055
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764758661,2025-12-03T10:44:21.865Z,2025-12-03T10:44:21.865Z,SPL3001X02000061
,ObjectId(6928d95d99ed3460c6282166),true,1,1764758663,2025-12-03T10:44:23.942Z,2025-12-03T10:44:23.942Z,SPL3001X02000021
,ObjectId(692898c599ed34b4e0280f1f),true,1,1764758666,2025-12-03T10:44:26.587Z,2025-12-03T10:44:26.587Z,SPL1601X02000031
,ObjectId(692890bf99ed347b8b280dc0),true,1,1764758668,2025-12-03T10:44:28.413Z,2025-12-03T10:44:28.413Z,SPL1601X02000030
,ObjectId(6929a61ea39462674d89b68a),true,1,1764758676,2025-12-03T10:44:36.712Z,2025-12-03T10:44:36.712Z,SPL3001X02000050
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764758683,2025-12-03T10:44:43.808Z,2025-12-03T10:44:43.808Z,SPL3001X02000061
,ObjectId(6928bda399ed3406262818db),false,,1764758711,2025-12-03T10:45:11.354Z,2025-12-03T10:45:11.354Z,SPL3001X02000008
,ObjectId(692898c599ed34b4e0280f1f),false,,1764758741,2025-12-03T10:45:41.359Z,2025-12-03T10:45:41.359Z,SPL1601X02000031
,ObjectId(692890bf99ed347b8b280dc0),false,,1764758755,2025-12-03T10:45:55.955Z,2025-12-03T10:45:55.955Z,SPL1601X02000030
,ObjectId(6928d95d99ed3460c6282166),false,,1764758771,2025-12-03T10:46:11.359Z,2025-12-03T10:46:11.359Z,SPL3001X02000021
,ObjectId(692890bf99ed347b8b280dc0),true,1,1764758771,2025-12-03T10:46:11.818Z,2025-12-03T10:46:11.818Z,SPL1601X02000030
,ObjectId(692898c599ed34b4e0280f1f),true,1,1764758776,2025-12-03T10:46:16.651Z,2025-12-03T10:46:16.651Z,SPL1601X02000031
,ObjectId(6928c1fa99ed345f5d2819a7),true,1,1764758778,2025-12-03T10:46:18.204Z,2025-12-03T10:46:18.204Z,SPL3001X02000009
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764758778,2025-12-03T10:46:18.974Z,2025-12-03T10:46:18.974Z,SPL3001X02000059
,ObjectId(6928d95d99ed3460c6282166),true,1,1764758787,2025-12-03T10:46:27.104Z,2025-12-03T10:46:27.104Z,SPL3001X02000021
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764758800,2025-12-03T10:46:40.962Z,2025-12-03T10:46:40.962Z,SPL3001X02000059
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764758807,2025-12-03T10:46:47.550Z,2025-12-03T10:46:47.550Z,SPL3001X02000061
,ObjectId(692cb5fce1d5d6fbc66acfc5),false,,1764758891,2025-12-03T10:48:11.372Z,2025-12-03T10:48:11.372Z,SPL3001X02000059
,ObjectId(692cb9bde1d5d65ec66ad15d),false,,1764758891,2025-12-03T10:48:11.366Z,2025-12-03T10:48:11.366Z,SPL3001X02000061
,ObjectId(692cbc44e1d5d685a66ad22f),false,,1764758897,2025-12-03T10:48:17.800Z,2025-12-03T10:48:17.800Z,SPL3001X02000063
,ObjectId(692cb5fce1d5d6fbc66acfc5),true,1,1764758938,2025-12-03T10:48:58.463Z,2025-12-03T10:48:58.463Z,SPL3001X02000059
,ObjectId(692cbc44e1d5d685a66ad22f),true,1,1764758945,2025-12-03T10:49:05.832Z,2025-12-03T10:49:05.832Z,SPL3001X02000063
,ObjectId(692cb9bde1d5d65ec66ad15d),true,1,1764758957,2025-12-03T10:49:17.407Z,2025-12-03T10:49:17.407Z,SPL3001X02000061
,ObjectId(6928bda399ed3406262818db),true,1,1764759127,2025-12-03T10:52:07.943Z,2025-12-03T10:52:07.943Z,SPL3001X02000008
,ObjectId(6929a239a39462865e89b2a0),false,,1764759146,2025-12-03T10:52:26.365Z,2025-12-03T10:52:26.365Z,SPL3001X02000046
,ObjectId(6928bda399ed3406262818db),false,,1764759149,2025-12-03T10:52:29.914Z,2025-12-03T10:52:29.914Z,SPL3001X02000008
,ObjectId(6928bda399ed3406262818db),true,1,1764759165,2025-12-03T10:52:45.247Z,2025-12-03T10:52:45.247Z,SPL3001X02000008
,ObjectId(6929a239a39462865e89b2a0),true,1,1764759168,2025-12-03T10:52:48.438Z,2025-12-03T10:52:48.438Z,SPL3001X02000046
,ObjectId(6928bda399ed3406262818db),false,,1764759216,2025-12-03T10:53:36.370Z,2025-12-03T10:53:36.370Z,SPL3001X02000008
